Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Language Arts,LA004-06-J,"Apply verb tenses (present, past, future) in guided storytelling activities",Verb Transformation,Change a simple sentence's verb from present to past tense and explain the time shift
Language Arts,LA004-06-J,"Apply verb tenses (present, past, future) in guided storytelling activities",Temporal Sequencing,Arrange picture cards to show a story's sequence using appropriately conjugated verbs
Language Arts,LA004-06-J,"Apply verb tenses (present, past, future) in guided storytelling activities",Interactive Verb Practice,Participate in role-play activities that require switching between present and past tense verbs
Language Arts,LA004-06-J,"Apply verb tenses (present, past, future) in guided storytelling activities",Predictive Language,Use future tense verbs to describe planned activities or imagined scenarios
Language Arts,LA004-06-J,"Apply verb tenses (present, past, future) in guided storytelling activities",Verb Matching,Match spoken verb actions to their corresponding time-based verb forms during group language games
Language Arts,LA005-01-A,"Match basic vocabulary words to corresponding pictures in common categories (e.g., animals, foods, colors)",Animal Vocabulary,Correctly identify and match at least 10 common animal names to their corresponding pictures
Language Arts,LA005-01-A,"Match basic vocabulary words to corresponding pictures in common categories (e.g., animals, foods, colors)",Food Category,Successfully match 8 different food words to their correct picture representations
Language Arts,LA005-01-A,"Match basic vocabulary words to corresponding pictures in common categories (e.g., animals, foods, colors)",Color Recognition,Accurately link 6 basic color names to their matching color images
Language Arts,LA005-01-A,"Match basic vocabulary words to corresponding pictures in common categories (e.g., animals, foods, colors)",Household Items,Identify and match 5 common household object words to their corresponding pictures
Language Arts,LA005-01-A,"Match basic vocabulary words to corresponding pictures in common categories (e.g., animals, foods, colors)",Transportation Vocabulary,Connect 4-5 transportation vehicle words to their correct picture representations
Language Arts,LA005-01-A,"Match basic vocabulary words to corresponding pictures in common categories (e.g., animals, foods, colors)",Mixed Category Challenge,Correctly match words from at least 3 different vocabulary categories to their pictures with 80% accuracy
Language Arts,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy,Animal Classification,Verbally identify and group animals into categories like farm animals",wild animals,and pets
Language Arts,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy,Food Groups,Organize food items into categories such as fruits, vegetables",proteins,and dairy
Language Arts,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy",Color Recognition,Sort and group objects by color using at least 6 basic color categories
Language Arts,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy,Transportation Sorting,Classify transportation vehicles into groups like land",air,and water vehicles
Language Arts,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy,Clothing Categories,Organize clothing items into groups like tops, bottoms",outerwear,and footwear
Language Arts,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy,Sensory Sorting,Group objects based on sensory attributes like soft/hard",loud/quiet,or big/small
Language Arts,LA005-01-B,"Sort vocabulary words into basic categories (e.g., animals, foods, colors) with 85% accuracy",Mixed Category Challenge,Sort a mixed group of words into at least 4 different categorical groups with 85% accuracy
Language Arts,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,Sentence Construction,Create a simple sentence using a newly learned vocabulary word with teacher guidance
Language Arts,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,Vocabulary Context,Describe a picture or object using a recently introduced vocabulary word in a complete sentence
Language Arts,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,Descriptive Language,Form a descriptive sentence about a personal experience using a new vocabulary word
Language Arts,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,Conversation Skills,Respond to a teacher's question using a new vocabulary word in a complete oral sentence
Language Arts,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,Storytelling,Create a short oral story incorporating at least two newly learned vocabulary words
Language Arts,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,Expressive Communication,Explain the meaning of a new vocabulary word by using it in an original sentence
Language Arts,LA005-01-C,Use new vocabulary words in complete oral sentences during guided activities,Interactive Learning,Engage in a partner dialogue using newly introduced vocabulary words in complete sentences
Language Arts,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go"")",Food Vocabulary,"Verbally identify and sort at least 5 different food items into a ""things we eat"" category"
Language Arts,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go"")",Clothing Vocabulary,"Correctly categorize 3-4 clothing items into a ""things we wear"" group during a sorting activity"
Language Arts,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go""),Location Vocabulary,Name and group 3 different places people go (like school",park,store) with 80% accuracy
Language Arts,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go"")",Sorting Skills,Physically sort picture cards into at least 3 different functional categories during a hands-on learning activity
Language Arts,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go"")",Vocabulary Expansion,Listen to a short story and verbally identify objects that belong to different functional groups when prompted
Language Arts,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go"")",Comparative Grouping,Match spoken words to their appropriate functional category using visual picture supports
Language Arts,LA005-01-D,"Group words by function and use (e.g., ""things we eat,"" ""things we wear,"" ""places we go"")",Interactive Learning,Participate in a group game where students quickly sort words into correct functional categories
Language Arts,LA005-01-E,"Identify and match basic opposite pairs using picture cards (e.g., big/small, hot/cold)",Vocabulary Recognition,Verbally name at least 5 opposite word pairs when shown corresponding picture cards
Language Arts,LA005-01-E,"Identify and match basic opposite pairs using picture cards (e.g., big/small, hot/cold)",Conceptual Understanding,Physically sort picture cards into matching opposite pairs with 80% accuracy
Language Arts,LA005-01-E,"Identify and match basic opposite pairs using picture cards (e.g., big/small, hot/cold)",Descriptive Language,Describe the characteristics that make two pictures represent opposite concepts
Language Arts,LA005-01-E,"Identify and match basic opposite pairs using picture cards (e.g., big/small, hot/cold)",Spatial Reasoning,Create a visual display showing at least 3 opposite pairs using picture cards
Language Arts,LA005-01-E,"Identify and match basic opposite pairs using picture cards (e.g., big/small, hot/cold)",Interactive Learning,Play a matching game where students correctly pair opposite picture cards within a given time limit
Language Arts,LA005-01-E,"Identify and match basic opposite pairs using picture cards (e.g., big/small, hot/cold)",Contextual Application,Explain verbally why two pictures represent opposite concepts in a complete sentence
Language Arts,LA005-01-F,"Use descriptive words for physical properties (e.g., texture, size, shape) during hands-on activities,Sensory Exploration,Identify and verbally describe at least three different textures (smooth",rough,soft) when touching classroom objects
Language Arts,LA005-01-F,"Use descriptive words for physical properties (e.g., texture, size, shape) during hands-on activities,Size Comparison,Compare and describe the sizes of objects using words like big, small",tiny,and huge during sorting activities
Language Arts,LA005-01-F,"Use descriptive words for physical properties (e.g., texture, size, shape) during hands-on activities,Shape Recognition,Use precise shape descriptors like round, square",triangle,and rectangular when discussing or manipulating objects
Language Arts,LA005-01-F,"Use descriptive words for physical properties (e.g., texture, size, shape) during hands-on activities",Descriptive Language,Create simple sentences using at least two descriptive words about an object's physical properties during show-and-tell
Language Arts,LA005-01-F,"Use descriptive words for physical properties (e.g., texture, size, shape) during hands-on activities",Comparative Skills,Distinguish and verbally explain differences between objects using multiple descriptive properties in paired comparisons
Language Arts,LA005-01-F,"Use descriptive words for physical properties (e.g., texture, size, shape) during hands-on activities",Sensory Vocabulary,Expand descriptive vocabulary by introducing and using at least 10 new words related to physical properties during science and art activities
Language Arts,LA005-01-G,"Match emotion vocabulary to situations and facial expressions using various media,Emotion Identification,Correctly identify and name at least 5 basic emotions (happy, sad, angry",scared,excited) when shown corresponding facial expressions
Language Arts,LA005-01-G,Match emotion vocabulary to situations and facial expressions using various media,Situational Emotion Matching,Match appropriate emotion words to simple illustrated scenarios depicting different emotional contexts
Language Arts,LA005-01-G,"Match emotion vocabulary to situations and facial expressions using various media,Media Interpretation,Recognize and describe emotions of characters in picture books",animated videos,and child-friendly illustrations
Language Arts,LA005-01-G,Match emotion vocabulary to situations and facial expressions using various media,Facial Expression Recognition,Distinguish between different facial expressions and select the correct emotion word that matches the visual cue
Language Arts,LA005-01-G,"Match emotion vocabulary to situations and facial expressions using various media,Emotion Vocabulary Expansion,Use descriptive emotion words beyond basic feelings to explain more nuanced emotional states (worried",surprised,proud)
Language Arts,LA005-01-G,Match emotion vocabulary to situations and facial expressions using various media,Emotional Context Understanding,Explain why a character might feel a specific emotion in a given story or picture scenario
Language Arts,LA005-01-G,Match emotion vocabulary to situations and facial expressions using various media,Interactive Emotion Matching,Play interactive games that require matching emotion words to corresponding facial expressions and situational contexts
Language Arts,LA005-01-H,"Identify and use gradable concept words (e.g., tiny/small/big/huge, freezing/cold/cool/warm/hot),Size Comparison,Verbally describe the relative size of classroom objects using at least three gradable size words (tiny",small,big)
Language Arts,LA005-01-H,"Identify and use gradable concept words (e.g., tiny/small/big/huge, freezing/cold/cool/warm/hot),Temperature Description,Correctly use at least four temperature-related words to describe how something feels (freezing, cold, cool",warm,hot)
Language Arts,LA005-01-H,"Identify and use gradable concept words (e.g., tiny/small/big/huge, freezing/cold/cool/warm/hot)",Comparative Language,Match spoken gradable words with visual representations showing increasing or decreasing intensity
Language Arts,LA005-01-H,"Identify and use gradable concept words (e.g., tiny/small/big/huge, freezing/cold/cool/warm/hot)",Contextual Understanding,Use gradable words appropriately in simple sentences describing personal experiences or observations
Language Arts,LA005-01-H,"Identify and use gradable concept words (e.g., tiny/small/big/huge, freezing/cold/cool/warm/hot)",Sorting Activity,Physically arrange objects or picture cards in order based on gradable concept words from least to most intense
Language Arts,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,Visual Comprehension,Point to pictures that illustrate the meaning of an unknown word when read aloud
Language Arts,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,Context Interpretation,Explain a word's possible meaning by describing related images in a storybook
Language Arts,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,Vocabulary Inference,Select the most likely meaning of an unfamiliar word by comparing multiple picture context clues
Language Arts,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,Narrative Comprehension,Demonstrate understanding of a new word by using it correctly in a sentence based on picture context
Language Arts,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,Comparative Analysis,Match picture representations of words with their corresponding verbal descriptions
Language Arts,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,Spatial Reasoning,Identify how pictures surrounding an unfamiliar word provide hints about its meaning
Language Arts,LA005-02-A,Use picture clues in storybooks to predict meanings of unfamiliar words,Interactive Learning,Collaborate with peers to discuss and predict word meanings using visual story cues
Language Arts,LA005-02-B,Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,Gesture Comprehension,Correctly point to or touch an object when the teacher uses a descriptive gesture during a story
Language Arts,LA005-02-B,"Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,Spatial Awareness,Mimic simple physical gestures that represent action words (e.g., jumping",swimming,eating) when prompted during a read-aloud
Language Arts,LA005-02-B,Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,Emotional Understanding,Identify and match facial expressions and body language to corresponding emotions demonstrated by the teacher during storytelling
Language Arts,LA005-02-B,Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,Contextual Interpretation,Explain a simple word's meaning using the teacher's accompanying gesture and tone of voice
Language Arts,LA005-02-B,Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,Interactive Comprehension,Respond appropriately to at least three consecutive teacher gestures that illustrate different word meanings in a single story
Language Arts,LA005-02-B,Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,Non-Verbal Communication,Create a corresponding gesture when the teacher introduces a new descriptive word during a read-aloud
Language Arts,LA005-02-B,Follow and respond to teacher gestures that demonstrate word meanings during read-alouds,Attention and Recall,Repeat a gesture and its associated word meaning after the teacher demonstrates it during a story
Language Arts,LA005-02-C,"Demonstrate understanding of action words through physical movement and role-play,Vocabulary Comprehension,Correctly act out 5 basic action words when verbally prompted (e.g., jump, run, swim",dance,hop)
Language Arts,LA005-02-C,Demonstrate understanding of action words through physical movement and role-play,Kinesthetic Learning,Participate in a classroom game where students physically perform action words called out by the teacher
Language Arts,LA005-02-C,Demonstrate understanding of action words through physical movement and role-play,Contextual Understanding,Create a simple pantomime scene using 3-4 action words to tell a short story without speaking
Language Arts,LA005-02-C,Demonstrate understanding of action words through physical movement and role-play,Expressive Communication,Use body language and movement to demonstrate the meaning of action words in different emotional contexts
Language Arts,LA005-02-C,Demonstrate understanding of action words through physical movement and role-play,Cooperative Learning,Work with a partner to take turns acting out and guessing action words during a structured role-play activity
Language Arts,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,Visual Comprehension,Identify and point to a picture that matches a spoken vocabulary word from a simple storybook
Language Arts,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,Word-Image Connection,Draw a line connecting a vocabulary word to its correct illustration in a guided picture book
Language Arts,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,Contextual Understanding,Select the most appropriate illustration that represents the meaning of a vocabulary word when presented with multiple picture options
Language Arts,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,Descriptive Matching,Explain why a chosen illustration matches a specific vocabulary word using simple descriptive phrases
Language Arts,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,Vocabulary Discrimination,Distinguish between similar vocabulary words by selecting the correct corresponding illustration when given verbal cues
Language Arts,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,Story Scene Analysis,Arrange 3-4 vocabulary word cards next to their matching story scene illustrations in the correct sequence
Language Arts,LA005-02-D,Match vocabulary words to corresponding story scene illustrations,Interactive Learning,Play a matching game where students verbally identify and match vocabulary words to their corresponding story illustrations
Language Arts,LA005-02-E,Use puppets or props to demonstrate understanding of new vocabulary words,Vocabulary Visualization,Select an appropriate puppet or prop to act out the meaning of a simple describing word
Language Arts,LA005-02-E,Use puppets or props to demonstrate understanding of new vocabulary words,Action Representation,Use hand puppets to physically show the action associated with a new verb
Language Arts,LA005-02-E,Use puppets or props to demonstrate understanding of new vocabulary words,Emotion Expression,"Use facial expressions and puppet movements to illustrate different emotional words like ""happy"" or ""sad"""
Language Arts,LA005-02-E,"Use puppets or props to demonstrate understanding of new vocabulary words,Descriptive Characteristics,Arrange props to show size",color,or shape differences for comparative vocabulary words
Language Arts,LA005-02-E,Use puppets or props to demonstrate understanding of new vocabulary words,Narrative Context,Create a short puppet story that incorporates 2-3 newly learned vocabulary words in context
Language Arts,LA005-02-E,Use puppets or props to demonstrate understanding of new vocabulary words,Interactive Learning,Respond to teacher-prompted vocabulary words by immediately selecting or manipulating an appropriate prop
Language Arts,LA005-02-E,Use puppets or props to demonstrate understanding of new vocabulary words,Comparative Understanding,"Use different puppets to show contrast between opposite words like ""big"" and ""small"""
Language Arts,LA005-02-F,Create simple sentences using newly learned vocabulary words from stories,Oral Language,Verbally construct a simple 3-word sentence using a new vocabulary word from a read-aloud story
Language Arts,LA005-02-F,Create simple sentences using newly learned vocabulary words from stories,Vocabulary Usage,Identify and use at least 2 new vocabulary words from a story in original spoken sentences
Language Arts,LA005-02-F,Create simple sentences using newly learned vocabulary words from stories,Contextual Understanding,Create a sentence that demonstrates the meaning of a new vocabulary word heard in a story
Language Arts,LA005-02-F,Create simple sentences using newly learned vocabulary words from stories,Word Application,Produce a descriptive sentence using a new vocabulary word that matches the word's context from the story
Language Arts,LA005-02-F,Create simple sentences using newly learned vocabulary words from stories,Expressive Language,Combine a new vocabulary word with familiar words to create a meaningful sentence that relates to the story's theme
Language Arts,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",Word Meaning Exploration,"Verbally explain two different meanings for simple words like ""run"" (as moving and as operating a machine)"
Language Arts,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",Context Comprehension,Use picture cards to match different meanings of the same word in appropriate contexts
Language Arts,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",Vocabulary Sorting,Categorize word cards into different meaning groups for words with multiple definitions
Language Arts,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",Sentence Construction,Create simple sentences that showcase different meanings of the same word
Language Arts,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",Listening Comprehension,Identify the correct meaning of a word when hearing it used in different sentences
Language Arts,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",Word Play,Play a verbal game matching multiple meanings of common words with visual or contextual clues
Language Arts,LA005-02-G,"Identify and demonstrate multiple meanings of common words (e.g., ""bat,"" ""run"")",Meaning Discrimination,Distinguish between literal and figurative meanings of simple words in age-appropriate contexts
Language Arts,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,Contextual Inference,Identify the meaning of an unknown word by looking at accompanying picture illustrations
Language Arts,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,Sentence Analysis,Match simple words to their likely meanings based on surrounding sentence words
Language Arts,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,Visual Comprehension,Use picture clues to predict the meaning of unfamiliar nouns and action words
Language Arts,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,Contextual Reasoning,Explain how surrounding words help understand the meaning of a new word
Language Arts,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,Vocabulary Inference,Demonstrate understanding of a new word by using it correctly in a simple sentence after examining context clues
Language Arts,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,Semantic Connections,Connect related words and images to build understanding of word meanings
Language Arts,LA005-02-H,Use sentence context and picture clues to determine appropriate word meanings,Contextual Learning,Select the most likely meaning of an unknown word from multiple picture and sentence context options
Language Arts,LA005-02-I,Solve simple word riddles using context clues and prior vocabulary knowledge,Listening Comprehension,Identify the hidden word in a 3-4 word descriptive riddle about a familiar object
Language Arts,LA005-02-I,Solve simple word riddles using context clues and prior vocabulary knowledge,Vocabulary Inference,Use picture clues and initial letter sounds to guess a mystery word described by a simple verbal description
Language Arts,LA005-02-I,"Solve simple word riddles using context clues and prior vocabulary knowledge,Semantic Reasoning,Match verbal descriptions of common animals",foods,or toys to their correct names using context hints
Language Arts,LA005-02-I,Solve simple word riddles using context clues and prior vocabulary knowledge,Word Association,Complete simple word riddles by selecting the correct word from three given choices based on descriptive clues
Language Arts,LA005-02-I,Solve simple word riddles using context clues and prior vocabulary knowledge,Contextual Understanding,Explain why a specific word fits a riddle by pointing out matching descriptive characteristics
Language Arts,LA005-02-I,Solve simple word riddles using context clues and prior vocabulary knowledge,Problem-Solving,Create and share a simple two-clue riddle about a familiar classroom or home object
Language Arts,LA005-02-I,Solve simple word riddles using context clues and prior vocabulary knowledge,Communication Skills,Verbally describe a familiar object using 2-3 descriptive clues to help a peer guess the word
Language Arts,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork)",Vocabulary Pairing,Identify and match 5 basic object pairs from visual cards with 80% accuracy
Language Arts,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork),Categorical Thinking",Explain why two objects are related (e.g.,"""Socks and shoes go together because you wear them on your feet"")"
Language Arts,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork),Semantic Relationships,Sort and match object pairs from different categories (clothing, kitchen items",tools,etc.)
Language Arts,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork)",Visual Discrimination,Distinguish between matching and non-matching object pairs in a mixed set of visual cards
Language Arts,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork)",Functional Understanding,Describe the common purpose or use of matched object pairs verbally
Language Arts,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork)",Memory Skills,Recall and match object pairs after a brief viewing period of 30 seconds
Language Arts,LA005-03-A,"Match basic pairs of related objects from visual cards (e.g., sock/shoe, spoon/fork)",Spatial Reasoning,Arrange matched object pairs in a logical sequence or grouping
Language Arts,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes)",Categorization Basics,Physically sort a group of 10 objects into 3 distinct categories with 80% accuracy
Language Arts,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes),Category Recognition",Verbally identify the category of an object when presented (e.g.,"""This is a food item"")"
Language Arts,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes)",Sorting Complexity,"Group objects into more nuanced subcategories like ""fruits"" or ""farm animals"""
Language Arts,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes)",Visual Discrimination,Match picture cards to correct category labels using visual cues
Language Arts,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes)",Comparative Sorting,Explain why a specific object belongs in one category versus another
Language Arts,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes)",Sorting Application,Create a simple categorization poster showing different object groups
Language Arts,LA005-03-B,"Sort common objects into basic categories (e.g., food, animals, clothes)",Interactive Learning,Play a sorting game where objects are grouped by shared characteristics
Language Arts,LA005-03-C,"Create simple rhyming pairs using picture support (e.g., cat/hat, dog/log)",Phonological Awareness,Identify and match rhyming picture pairs when presented with visual cues
Language Arts,LA005-03-C,"Create simple rhyming pairs using picture support (e.g., cat/hat, dog/log)",Word Recognition,Verbally produce a rhyming word when shown a picture prompt
Language Arts,LA005-03-C,"Create simple rhyming pairs using picture support (e.g., cat/hat, dog/log)",Sound Discrimination,Distinguish between words that rhyme and words that do not rhyme using picture cards
Language Arts,LA005-03-C,"Create simple rhyming pairs using picture support (e.g., cat/hat, dog/log)",Language Play,Create and draw simple picture pairs that demonstrate rhyming words
Language Arts,LA005-03-C,"Create simple rhyming pairs using picture support (e.g., cat/hat, dog/log)",Auditory Skills,Listen to a spoken word and select a matching rhyming picture from a set of options
Language Arts,LA005-03-C,"Create simple rhyming pairs using picture support (e.g., cat/hat, dog/log)",Vocabulary Development,Generate multiple rhyming words for a given picture using visual scaffolding
Language Arts,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",Spatial Vocabulary,Verbally identify at least 5 common objects and name their primary associated locations
Language Arts,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",Matching Skills,Physically match picture cards of objects to corresponding location images with 80% accuracy
Language Arts,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",Conceptual Understanding,Explain why specific objects belong in certain locations using simple descriptive sentences
Language Arts,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",Categorization,Sort a group of object cards into 3-4 different location categories without assistance
Language Arts,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",Contextual Learning,Draw a simple picture showing at least 3 objects in their correct environmental locations
Language Arts,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",Verbal Comprehension,Respond correctly to oral instructions that involve placing objects in their typical locations
Language Arts,LA005-03-D,"Match objects to their typical locations (e.g., bed/bedroom, book/library)",Spatial Reasoning,Identify alternative or unusual locations for common objects and explain why they might not fit
Language Arts,LA005-03-E,"Build three-word rhyming families with common endings (e.g., cat/hat/mat),Phonemic Awareness,Identify and verbally produce three words that rhyme with a given word ending in -at",-an,or -ig
Language Arts,LA005-03-E,"Build three-word rhyming families with common endings (e.g., cat/hat/mat)",Word Play,Create and draw pictures of three rhyming objects that share a common word ending
Language Arts,LA005-03-E,"Build three-word rhyming families with common endings (e.g., cat/hat/mat)",Listening Skills,Listen to a list of words and orally sort them into rhyming groups with matching word endings
Language Arts,LA005-03-E,"Build three-word rhyming families with common endings (e.g., cat/hat/mat)",Letter Recognition,Match written rhyming words that share the same ending sound and letter pattern
Language Arts,LA005-03-E,"Build three-word rhyming families with common endings (e.g., cat/hat/mat)",Vocabulary Development,Use context clues to understand the meaning of rhyming words within simple sentences
Language Arts,LA005-03-E,"Build three-word rhyming families with common endings (e.g., cat/hat/mat)",Sound Manipulation,Manipulate word endings to create new rhyming words through verbal and physical word-building activities
Language Arts,LA005-03-F,"Create simple thematic word webs with 3-4 related items (e.g., farm: cow, pig, barn),Vocabulary Categorization,Identify and verbally list 3-4 items belonging to a basic theme (e.g., animals",food,toys)
Language Arts,LA005-03-F,"Create simple thematic word webs with 3-4 related items (e.g., farm: cow, pig, barn)",Visual Organization,Draw a simple word web with a central theme and 3-4 connected words using pictures or simple labels
Language Arts,LA005-03-F,"Create simple thematic word webs with 3-4 related items (e.g., farm: cow, pig, barn)",Conceptual Linking,Explain how 3-4 words in a thematic group are related to each other using simple descriptive language
Language Arts,LA005-03-F,"Create simple thematic word webs with 3-4 related items (e.g., farm: cow, pig, barn)",Semantic Understanding,Match verbal or written words to corresponding visual representations within a thematic group
Language Arts,LA005-03-F,"Create simple thematic word webs with 3-4 related items (e.g., farm: cow, pig, barn)",Creative Expression,Create an original word web using a self-selected theme with 3-4 related words or pictures
Language Arts,LA005-03-G,"Sort words and pictures by seasonal categories with reasoning (e.g., ""mittens go in winter because...""),Seasonal Classification,Correctly identify and place at least 4 objects into their corresponding seasonal category (winter, spring",summer,fall)
Language Arts,LA005-03-G,"Sort words and pictures by seasonal categories with reasoning (e.g., ""mittens go in winter because...""),Descriptive Reasoning",Provide a simple verbal explanation for why an item belongs in a specific seasonal category (e.g.,"""Sunglasses go in summer because it's hot and sunny"")"
Language Arts,LA005-03-G,"Sort words and pictures by seasonal categories with reasoning (e.g., ""mittens go in winter because...""),Clothing Association",Match appropriate clothing items to their correct seasonal environment (such as sorting shorts for summer,coats for winter)
Language Arts,LA005-03-G,"Sort words and pictures by seasonal categories with reasoning (e.g., ""mittens go in winter because..."")",Weather Connection,Explain basic weather characteristics associated with each season using simple vocabulary
Language Arts,LA005-03-G,"Sort words and pictures by seasonal categories with reasoning (e.g., ""mittens go in winter because..."")",Visual Sorting Skills,Physically sort picture cards into four distinct seasonal categories with 80% accuracy
Language Arts,LA005-03-G,"Sort words and pictures by seasonal categories with reasoning (e.g., ""mittens go in winter because...""),Comparative Thinking",Identify and explain how objects change or are used differently across seasons (e.g.,"""We wear sandals in summer but boots in winter"")"
Language Arts,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee)",Natural Growth Sequence,Verbally describe a simple 3-step life cycle of a plant or animal using connected words
Language Arts,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee),Cause and Effect",Create a 4-word sequence showing how one event leads to another in a familiar context (e.g.,rain → puddle → splash → wet)
Language Arts,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee)",Narrative Progression,Arrange picture cards to demonstrate a logical sequence of events in a simple story
Language Arts,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee),Environmental Connections",Identify and explain a 3-step relationship between living things in nature (e.g.,sun → grass → cow → milk)
Language Arts,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee)",Daily Process Understanding,Verbally describe a simple sequence of steps in a familiar daily activity using connected words
Language Arts,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee)",Conceptual Linking,Match verbal descriptions of sequential processes with corresponding picture representations
Language Arts,LA005-03-H,"Build sequential word chains with logical connections (e.g., seed → plant → flower → bee)",Problem-Solving Sequence,Predict the next logical word in a given sequence based on context and previous words
Language Arts,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",Listening Comprehension,Demonstrate active listening during the daily vocabulary introduction by making eye contact and sitting quietly
Language Arts,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",Word Repetition,"Correctly repeat the ""word of the day"" clearly and accurately when prompted by the teacher"
